Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,11.84,0.39,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
23-Dec-13,23-Dec-13,3-Jan-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1002.35
19-Nov-14,19-Nov-14,3-Dec-14,HETERO LABS LIMITED,8.29,0.14,60,Air,ARV,"Hetero, Jadcherla, unit 5, IN",6786.64
3-Mar-10,3-Mar-10,3-Mar-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",603.53
3-Oct-14,3-Oct-14,3-Oct-14,PHARMACY DIRECT,84.64,1.41,60,Truck,ARV,"MSD, Haarlem, NL",Freight Included in Commodity Cost
14-Apr-14,14-Apr-14,16-Apr-14,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",3126.61
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,25.76,0.21,120,Truck,ARV,ABBVIE Ludwigshafen Germany,Freight Included in Commodity Cost
15-Sep-09,15-Sep-09,15-Sep-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.68,120,Air,ARV,ABBVIE Ludwigshafen Germany,436.86
23-Mar-12,23-Mar-12,23-Mar-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.26,120,Ocean,ARV,ABBVIE Ludwigshafen Germany,40289
20-Mar-10,20-Mar-10,20-Mar-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),7.5,0.12,60,Air,ARV,Mylan (formerly Matrix) Nashik,4138.11
8-Nov-11,8-Nov-11,8-Nov-11,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",25129.15
17-Dec-14,17-Dec-14,17-Dec-14,HETERO LABS LIMITED,10.5,0.35,30,Air,ARV,Hetero Unit III Hyderabad IN,4312.92
5-Nov-14,5-Nov-14,5-Nov-14,PHARMACY DIRECT,68.99,1.15,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
22-Oct-10,22-Oct-10,22-Oct-10,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",144.0,0.86,168,Truck,ARV,ABBVIE (Abbott) St. P'burg USA,Invoiced Separately
6-Nov-09,6-Nov-09,6-Nov-09,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,52057.8
9-Jan-13,20-Mar-13,20-Mar-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",26380.35
4-Nov-14,4-Nov-14,20-Nov-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-28279 (ID#:13547)
24-Dec-09,24-Dec-09,24-Dec-09,"Standard Diagnostics, Inc.",24.0,0.8,30,Air,HRDT,"Standard Diagnostics, Korea",36096.76
23-Apr-13,23-Apr-13,23-Apr-13,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1158.73
23-Nov-09,23-Nov-09,23-Nov-09,HETERO LABS LIMITED,2.59,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,730.81
11-Jun-13,11-Jun-13,11-Jun-13,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1979.1
21-Feb-12,21-Feb-12,21-Feb-12,EY Laboratories,75.0,0.75,100,Air,HRDT,"EY Laboratories, USA",803.6
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,26.37,0.29,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
24-Jun-14,24-Jun-14,25-Jun-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,13330.73
6-Jan-12,6-Jan-12,6-Jan-12,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",1712.6
7-Sep-15,7-Sep-15,8-Sep-15,"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",55.5,0.92,60,Air,ARV,"MSD, Haarlem, NL",Freight Included in Commodity Cost
1-Feb-11,4-Mar-11,4-Mar-11,Aurobindo Pharma Limited,4.53,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",10446.37
10-Feb-11,10-Feb-11,10-Feb-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,8826
27-Jun-12,27-Jun-12,27-Jun-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,4672.77
24-Aug-10,20-Sep-10,20-Sep-10,Aurobindo Pharma Limited,2.53,0.04,60,Air,ARV,"Aurobindo Unit III, India",1791.42
7-Nov-14,7-Nov-14,7-Nov-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",42028.45
3-Oct-14,3-Oct-14,3-Oct-14,PHARMACY DIRECT,15.25,0.51,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
9-Oct-14,9-Oct-14,21-Oct-14,AMSTELFARMA B.V.,24.0,0.02,1000,Air,ANTM,"Micro Labs, Hosur, India",5914
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,8.0,0.03,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
7-Jul-10,7-Jul-10,7-Jul-10,STRIDES ARCOLAB LIMITED,2.57,0.04,60,Air,ARV,"Strides, Bangalore, India.",20134.62
22-Jun-10,22-Jun-10,22-Jun-10,STRIDES ARCOLAB LIMITED,11.0,0.18,60,Air,ARV,"Strides, Bangalore, India.",10648.45
2-Oct-14,2-Oct-14,3-Oct-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,4835.39
18-May-12,18-May-12,18-May-12,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",9718.85
10-Jun-15,10-Jun-15,11-Jun-15,Aurobindo Pharma Limited,1.9,0.01,240,Air,ARV,"Aurobindo Unit III, India",12791.34
27-Jan-10,27-Jan-10,27-Jan-10,Aurobindo Pharma Limited,8.56,0.29,30,Air,ARV,"Aurobindo Unit III, India",2355.52
14-Dec-12,14-Dec-12,14-Dec-12,ASPEN PHARMACARE,66.6,0.55,120,Air,ARV,"Aspen-OSD, Port Elizabeth, SA",1061
24-Jun-15,24-Jun-15,30-Jun-15,HETERO LABS LIMITED,6.6,0.11,60,Air,ARV,Hetero Unit III Hyderabad IN,42199.11
28-Jan-10,28-Jan-10,28-Jan-10,"Orgenics, Ltd",5.0,0.05,100,Air,HRDT,Inverness Japan,18369.56
13-Aug-14,13-Aug-14,13-Aug-14,S. BUYS WHOLESALER,23.45,0.08,300,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,3.32,0.11,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
5-Jul-12,5-Jul-12,5-Jul-12,ASPEN PHARMACARE,75.0,0.62,120,Air,ARV,"Janssen-Cilag, Latina, IT",449
9-Mar-15,9-Mar-15,9-Mar-15,PHARMACY DIRECT,47.13,0.39,120,Truck,ARV,"Janssen-Cilag, Latina, IT",Freight Included in Commodity Cost
23-Nov-11,23-Nov-11,23-Nov-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",6233.79
4-Nov-11,4-Nov-11,4-Nov-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",4976.33
9-Aug-10,9-Aug-10,9-Aug-10,"Orgenics, Ltd",90.0,0.9,100,Air,HRDT,Inverness Japan,6363.92
19-Nov-14,19-Nov-14,19-Nov-14,HETERO LABS LIMITED,8.29,0.14,60,Air,ARV,"Hetero, Jadcherla, unit 5, IN",See ASN-29097 (ID#:17900)
12-May-15,12-May-15,12-May-15,PHARMACY DIRECT,25.59,0.21,120,Truck,ARV,"Janssen-Cilag, Latina, IT",Freight Included in Commodity Cost
28-May-11,28-May-11,28-May-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.68,120,Air,ARV,ABBVIE Ludwigshafen Germany,9193.82
5-Jun-15,5-Jun-15,8-Jun-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,2737.95
28-Jun-10,28-Jun-10,28-Jun-10,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),16.96,0.09,180,Air,ARV,"MSD, Haarlem, NL",1659.71
17-Sep-13,15-Sep-13,15-Sep-13,"Standard Diagnostics, Inc.",0.0,0.0,100,Air,HRDT,"Alere Medical Co., Ltd.",21384.75
3-Sep-13,3-Sep-13,3-Sep-13,BRISTOL-MYERS SQUIBB,7.0,0.12,60,Air,ARV,Bristol-Myers Squibb Anagni IT,1962.1
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,32.99,0.55,60,Truck,ARV,Hetero Unit III Hyderabad IN,Freight Included in Commodity Cost
31-May-10,31-May-10,31-May-10,S. BUYS WHOLESALER,28.86,0.96,30,Truck,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
1-Jul-13,1-Jul-13,1-Jul-13,HETERO LABS LIMITED,12.25,0.2,60,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-19787 (ID#:13978)
15-Oct-12,15-Oct-12,15-Oct-12,"Orgenics, Ltd",100.0,1.0,100,Air,HRDT,"Alere Medical Co., Ltd.",8128.95
20-Nov-12,20-Nov-12,20-Nov-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",64075.1
6-Feb-14,6-Feb-14,6-Feb-14,S. BUYS WHOLESALER,5.78,0.1,60,Truck,ARV,ABBVIE Ludwigshafen Germany,Freight Included in Commodity Cost
24-Jun-10,24-Jun-10,24-Jun-10,Aurobindo Pharma Limited,7.43,0.12,60,Air,ARV,"Aurobindo Unit III, India",3296.57
9-Apr-13,9-Apr-13,9-Apr-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60.82,0.51,120,Air,ARV,ABBVIE Ludwigshafen Germany,3212.25
13-May-13,13-May-13,13-May-13,HETERO LABS LIMITED,2.21,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,11984.91
16-Aug-14,16-Aug-14,25-Aug-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),8.1,0.13,60,Air,ARV,Mylan (formerly Matrix) Nashik,7238.46
29-Feb-12,29-Feb-12,29-Feb-12,Aurobindo Pharma Limited,7.35,0.24,30,Air,ARV,"Aurobindo Unit III, India",50030.37
10-Dec-13,10-Dec-13,10-Dec-13,Aurobindo Pharma Limited,1.3,0.01,100,Air,ARV,"Aurobindo Unit III, India",10898.13
21-Jun-10,21-Jun-10,21-Jun-10,Hoffmann-La Roche ltd Basel,94.68,0.79,120,Air,ARV,Roche Basel,729.03
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,16.57,0.55,30,Truck,ARV,Hetero Unit III Hyderabad IN,Freight Included in Commodity Cost
31-Mar-11,31-Mar-11,31-Mar-11,CIPLA LIMITED,33.4,0.28,120,Ocean,ARV,Cipla Ltd A-42 MIDC Mahar. IN,19123.35
11-May-15,11-May-15,13-May-15,Aurobindo Pharma Limited,8.2,0.14,60,Air,ARV,"Aurobindo Unit III, India",Invoiced Separately
11-Nov-09,11-Nov-09,11-Nov-09,"Trinity Biotech, Plc",0.01,0.0,20,Air,HRDT,"Trinity Biotech, Plc",751.43
26-Nov-14,26-Nov-14,26-Nov-14,MICRO LABS LIMITED,1.72,0.03,60,Air,ARV,"Micro labs, Verna, Goa, India",See ASN-28777 (ID#:22196)
27-Jan-10,27-Jan-10,27-Jan-10,Aurobindo Pharma Limited,8.56,0.29,30,Air,ARV,"Aurobindo Unit III, India",2483.49
28-Aug-14,28-Aug-14,28-Aug-14,PHARMACY DIRECT,9.14,0.15,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
5-Oct-11,5-Oct-11,5-Oct-11,Aurobindo Pharma Limited,6.65,0.22,30,Ocean,ARV,"Aurobindo Unit III, India",9726.54
10-Sep-14,10-Sep-14,3-Oct-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",9168.48
20-Feb-15,20-Feb-15,20-Feb-15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",31.0,1.55,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,8231.14
18-Jun-13,18-Jun-13,18-Jun-13,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",752.58
8-Apr-11,8-Apr-11,8-Apr-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1921.14
9-Feb-12,9-Feb-12,9-Feb-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,30754.1
19-Oct-09,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,16.29,0.27,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,19.0,0.08,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
28-Apr-15,28-Apr-15,28-Apr-15,PHARMACY DIRECT,15.24,0.51,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
6-Jul-10,6-Jul-10,6-Jul-10,Aurobindo Pharma Limited,11.15,0.19,60,Air,ARV,"Aurobindo Unit III, India",26084.14
9-Jan-13,28-Jan-13,28-Jan-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",21683.23
2-Sep-11,2-Sep-11,2-Sep-11,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",21555.16
5-May-15,5-May-15,5-May-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",18423.91
3-Feb-10,3-Feb-10,3-Feb-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),9.0,0.15,60,Air,ARV,Mylan (formerly Matrix) Nashik,29603.24
4-Jun-10,4-Jun-10,4-Jun-10,S. BUYS WHOLESALER,6.07,0.1,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
3-Sep-15,3-Sep-15,3-Sep-15,HETERO LABS LIMITED,2.16,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,Invoiced Separately
28-Dec-09,28-Dec-09,28-Dec-09,S. BUYS WHOLESALER,40.56,0.34,120,Truck,ARV,ABBVIE Ludwigshafen Germany,Freight Included in Commodity Cost
7-Nov-12,7-Nov-12,7-Nov-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",2115.21
17-Aug-12,17-Aug-12,17-Aug-12,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",1765.54
22-Nov-11,22-Nov-11,22-Nov-11,"Trinity Biotech, Plc",32.0,1.6,20,Ocean,HRDT,"Trinity Biotech, Plc",Invoiced Separately
18-May-12,18-May-12,18-May-12,ASPEN PHARMACARE,66.6,0.55,120,Air,ARV,"Aspen-OSD, Port Elizabeth, SA",548.2
12-Feb-15,12-Feb-15,12-Feb-15,PHARMACY DIRECT,21.83,0.73,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
19-Oct-11,19-Oct-11,19-Oct-11,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),91.5,1.52,60,Air,ARV,"MSD, Haarlem, NL",501
23-Apr-15,23-Apr-15,1-Jun-15,HETERO LABS LIMITED,4.5,0.15,30,Air,ARV,Hetero Unit III Hyderabad IN,3710.65
8-Dec-10,1-Feb-11,1-Feb-11,Aurobindo Pharma Limited,7.33,0.12,60,Ocean,ARV,"Aurobindo Unit III, India",3161.68
9-Feb-11,9-Feb-11,9-Feb-11,HETERO LABS LIMITED,2.43,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-9407 (ID#:17697)
11-Feb-14,11-Feb-14,13-Feb-14,CIPLA LIMITED,5.0,0.08,60,Air,ARV,"Cipla, Patalganga, India",4967.03
26-May-15,26-May-15,26-May-15,PHARMACY DIRECT,4.62,0.05,90,Truck,ARV,ABBVIE (Abbott) France,Freight Included in Commodity Cost
28-Nov-14,28-Nov-14,28-Nov-14,PHARMACY DIRECT,11.27,0.38,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
21-Mar-14,21-Mar-14,21-Mar-14,CIPLA LIMITED,4.0,0.07,60,Air,ARV,"Cipla, Goa, India",13983.98
14-Jun-14,14-Jun-14,16-Jun-14,MICRO LABS LIMITED,2.08,0.03,60,Air Charter,ARV,"Micro labs, Verna, Goa, India",46213.4
27-Oct-10,27-Oct-10,27-Oct-10,"Orgenics, Ltd",90.0,0.9,100,Air,HRDT,Inverness Japan,4268.93
24-Jul-15,24-Jul-15,24-Jul-15,PHARMACY DIRECT,11.02,0.37,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
30-Aug-13,30-Aug-13,30-Aug-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),20.0,0.67,30,Air,ARV,Mylan (formerly Matrix) Nashik,4444.33
30-Jun-10,30-Jun-10,30-Jun-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),16.25,0.27,60,Air,ARV,Mylan (formerly Matrix) Nashik,1170.2
11-Mar-11,11-Mar-11,11-Mar-11,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Orasure Technologies, Inc",4625.81
11-Jun-10,11-Jun-10,11-Jun-10,CIPLA LIMITED,7.82,0.26,30,Air,ARV,"Cipla, Goa, India",3908.55
21-Sep-10,21-Sep-10,21-Sep-10,STRIDES ARCOLAB LIMITED,2.54,0.04,60,Air,ARV,"Strides, Bangalore, India.",4035.45
30-Apr-13,30-Apr-13,30-Apr-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",5248.93
16-Sep-14,16-Sep-14,1-Oct-14,HETERO LABS LIMITED,11.45,0.19,60,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-27809 (ID#:13106)
27-Nov-13,27-Nov-13,27-Nov-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),6.75,0.11,60,Air,ARV,Mylan (formerly Matrix) Nashik,3225.12
3-Sep-13,3-Sep-13,3-Sep-13,Aurobindo Pharma Limited,8.15,0.14,60,Air,ARV,"Aurobindo Unit III, India",3314.03
22-Nov-11,22-Nov-11,22-Nov-11,"Orgenics, Ltd",77.7,0.78,100,Air,HRDT,Inverness Japan,15873.44
8-Apr-11,5-May-11,5-May-11,CIPLA LIMITED,6.86,0.23,30,Ocean,ARV,"Cipla, Goa, India",9177.19
24-Aug-10,8-Dec-10,8-Dec-10,Aurobindo Pharma Limited,3.0,0.01,240,Air,ARV,"Aurobindo Unit III, India",12917.3
8-May-12,8-May-12,8-May-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",10626.8
29-Jun-12,29-Jun-12,29-Jun-12,NOVARTIS PHARMA SERVICES AG,45.6,0.06,720,Air,ACT,"Novartis Pharma Suffern, USA",12723.32
26-Oct-09,26-Oct-09,26-Oct-09,Aurobindo Pharma Limited,11.15,0.19,60,Air,ARV,"Aurobindo Unit III, India",5018.69
2-Jul-15,7-Jul-15,7-Jul-15,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
22-Sep-14,22-Sep-14,4-Nov-14,HETERO LABS LIMITED,3.55,0.12,30,Air,ARV,Hetero Unit III Hyderabad IN,3467.7
9-Apr-15,9-Apr-15,13-Apr-15,HETERO LABS LIMITED,2.16,0.04,60,Ocean,ARV,Hetero Unit III Hyderabad IN,See ASN-30463 (ID#:15460)
28-Mar-11,28-Mar-11,28-Mar-11,"Orgenics, Ltd",77.7,0.78,100,Air,HRDT,Inverness Japan,14934.26
7-Nov-13,7-Nov-13,8-Nov-13,STRIDES ARCOLAB LIMITED,3.19,0.11,30,Air,ARV,"Strides, Bangalore, India.",18141.62
28-Nov-12,27-Nov-12,27-Nov-12,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",28734.43
1-Dec-10,1-Dec-10,1-Dec-10,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",1629.85
13-Dec-12,13-Dec-12,13-Dec-12,"Orgenics, Ltd",8.0,0.08,100,Air,HRDT,"Alere Medical Co., Ltd.",7539.52
4-Apr-14,4-Apr-14,28-Apr-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-24721 (ID#:13708)
27-Oct-09,27-Oct-09,27-Oct-09,S. BUYS WHOLESALER,3.81,0.13,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
29-Jun-12,29-Jun-12,29-Jun-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,2455.7
9-Dec-10,9-Dec-10,9-Dec-10,HETERO LABS LIMITED,2.64,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,14890.63
9-Sep-12,9-Sep-12,9-Sep-12,Aurobindo Pharma Limited,2.25,0.04,60,Air,ARV,"Aurobindo Unit III, India",48501.5
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,23.0,0.38,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
5-Aug-09,5-Aug-09,5-Aug-09,S. BUYS WHOLESALER,19.05,0.64,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
17-Oct-12,17-Oct-12,17-Oct-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",15504.42
27-Jan-10,27-Jan-10,27-Jan-10,Aurobindo Pharma Limited,8.56,0.29,30,Air,ARV,"Aurobindo Unit III, India",2187.01
29-Sep-11,29-Sep-11,29-Sep-11,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",23030.38
1-Jun-15,1-Jun-15,1-Jun-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10.15,0.34,30,Air,ARV,Mylan (formerly Matrix) Nashik,4384.01
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,16.08,0.54,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
13-Oct-09,13-Oct-09,13-Oct-09,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",7258.89
7-Jul-15,7-Jul-15,8-Jul-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
7-May-15,7-May-15,7-May-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,20480.64
26-Jan-15,26-Jan-15,26-Jan-15,PHARMACY DIRECT,55.51,0.21,270,Truck,ARV,Roche Madrid,Freight Included in Commodity Cost
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,11.74,0.2,60,Truck,ARV,GSK Ware (UK),Freight Included in Commodity Cost
16-Aug-13,16-Aug-13,16-Aug-13,"Orgenics, Ltd",8.0,0.08,100,Air,HRDT,"Alere Medical Co., Ltd.",2590.24
30-Sep-11,30-Sep-11,30-Sep-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,29339.63
27-Oct-09,27-Oct-09,27-Oct-09,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",8858.67
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,22.6,0.75,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
17-Dec-10,17-Dec-10,17-Dec-10,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,21737.72
5-Jun-12,5-Jun-12,5-Jun-12,IDA FOUNDATION,1.53,0.05,30,Air,ANTM,"Micro Labs Ltd. (Brown & Burk), India",428.66
12-Feb-14,12-Feb-14,20-Feb-14,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",1195.24
13-Sep-11,13-Sep-11,13-Sep-11,IDA FOUNDATION,1.1,0.04,30,Air,ANTM,"Remedica, Limassol, Cyprus",365.48
5-Feb-10,5-Feb-10,5-Feb-10,Orasure Technologies Inc.,25.0,8.33,3,Air,HRDT,"Orasure Technologies, Inc USA",322.12
26-Jan-15,26-Jan-15,26-Jan-15,PHARMACY DIRECT,15.9,0.26,60,Truck,ARV,"BMS Evansville, US",Freight Included in Commodity Cost
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,21.71,0.72,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
1-Jun-10,4-Jun-10,4-Jun-10,Aurobindo Pharma Limited,4.67,0.16,30,Air,ARV,"Aurobindo Unit III, India",6105.79
13-Aug-14,13-Aug-14,25-Aug-14,HETERO LABS LIMITED,1.85,0.03,60,Air,ARV,Hetero Unit III Hyderabad IN,4354.8
21-May-12,21-May-12,21-May-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),55.5,0.92,60,Air,ARV,"MSD, Haarlem, NL",710
3-Jun-15,3-Jun-15,5-Jun-15,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
3-Oct-14,3-Oct-14,3-Oct-14,PHARMACY DIRECT,17.75,0.3,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
27-Aug-12,27-Aug-12,27-Aug-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",13179.8
24-May-13,24-May-13,24-May-13,Aurobindo Pharma Limited,2.1,0.01,240,Air,ARV,"Aurobindo Unit III, India",See ASN-19193 (ID#:14265)
9-May-13,9-May-13,9-May-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",5613.63
15-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,7.39,0.03,240,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
13-Jan-14,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,11.5,0.19,60,Truck,ARV,GSK Cape Town Factory (South Africa),Freight Included in Commodity Cost
14-Jul-15,9-Jul-15,9-Jul-15,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",Freight Included in Commodity Cost
